t,y_bin,x_bin,y,x,dy,dx,speed,count
0,0,0,40.0,40.0,2.4812095165252686,-2.759819746017456,3.7112000344098153,1442
0,0,1,40.0,120.0,3.295435905456543,-3.0565977096557617,4.494739966410186,1600
0,0,2,40.0,200.0,2.6776795387268066,-2.6802818775177,3.788651297634293,1586
0,0,3,40.0,280.0,5.209437847137451,-1.856353759765625,5.530306679071609,1600
0,0,4,40.0,360.0,9.325539588928223,-0.03817949444055557,9.325617743531165,1600
0,0,5,40.0,440.0,10.749859809875488,1.4715666770935059,10.850114949488244,1600
0,0,6,40.0,520.0,10.354933738708496,2.672501564025879,10.69424692733267,1600
0,0,7,40.0,600.0,11.983443260192871,0.29207226634025574,11.987002068032986,1600
0,0,8,40.0,680.0,13.37854290008545,-0.9306329488754272,13.410872000543415,1600
0,0,9,40.0,760.0,11.759407043457031,-1.4812430143356323,11.852330356568068,1600
0,0,10,40.0,840.0,11.306833267211914,-2.3864612579345703,11.555936823475312,1600
0,0,11,40.0,920.0,12.662799835205078,-2.1189534664154053,12.838865349371947,1583
0,0,12,40.0,1000.0,15.319642066955566,-2.787858486175537,15.571242339600767,1588
0,0,13,40.0,1050.5,15.600268363952637,-2.886122941970825,15.864995388070927,185
0,1,0,120.0,40.0,1.448228120803833,-2.3252391815185547,2.7393615937214424,1472
0,1,1,120.0,120.0,2.837360143661499,-2.376535415649414,3.7011529509971264,1600
0,1,2,120.0,200.0,3.97708797454834,-1.9193037748336792,4.415988647787472,1600
0,1,3,120.0,280.0,6.878924369812012,-0.4593009054660797,6.8942409159642475,1600
0,1,4,120.0,360.0,11.937398910522461,0.660174548625946,11.955639806534668,1600
0,1,5,120.0,440.0,14.390921592712402,1.177915096282959,14.439048038622468,1600
0,1,6,120.0,520.0,14.148415565490723,1.517988920211792,14.229615362886866,1600
0,1,7,120.0,600.0,13.405582427978516,-0.7328234314918518,13.425597581302288,1600
0,1,8,120.0,680.0,12.63123893737793,-2.220029354095459,12.82484804690402,1600
0,1,9,120.0,760.0,10.971992492675781,-3.6093878746032715,11.550424238471365,1600
